gender,income,criminals,diffrace,leftwings,alcoholics,rightwings,manykids,neurotics,muslims,imigrants,aids,addicts,homoseksuals,jews,gypsies,age,edu,id
2,170000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,0,705
2,220000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,706
1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,707
1,500000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,708
2,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74,0,709
2,240000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55,4,710
1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,711
2,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,712
1,240000,1,1,0,1,0,0,0,1,1,0,1,1,0,1,73,0,713
1,600000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,3,714
2,550000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,3,715
1,600000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,35,1,716
1,550000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37,3,717
1,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,3,718
1,300000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,25,4,719
1,500000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21,2,720
2,360000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,2,721
2,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,722
2,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,723
2,500000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40,3,724
2,300000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,49,3,725
2,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,726
1,450000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,45,1,727
1,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,728
1,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,729
2,290000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35,4,730
2,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,4,731
2,200000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,732
2,100000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27,4,733
1,320000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,29,4,734
1,130000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,25,4,735
1,230000,1,0,0,1,0,0,0,1,0,0,1,1,0,1,61,0,736
2,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,737
1,700000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,51,4,738
1,290000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,1,739
2,225000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,68,3,740
2,800000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,4,741
1,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,4,742
2,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68,0,743
1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,744
2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,745
2,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,746
1,700000,1,0,0,1,1,0,0,0,0,0,1,0,0,1,31,3,747
2,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,1,748
2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,749
2,500000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60,3,750
2,80000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29,2,751
1,636000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,35,3,752
1,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,753
2,400000,0,1,0,1,0,0,0,1,1,0,1,1,0,1,59,0,754
2,450000,1,0,0,1,1,0,0,0,0,0,1,0,0,1,39,3,755
2,220000,1,0,0,0,0,0,0,1,0,1,1,0,0,0,70,0,756
2,220000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,24,2,757
2,95000,1,1,0,1,0,0,0,1,1,0,1,0,0,1,49,1,758
1,350000,1,0,0,1,0,0,0,1,1,0,1,0,0,0,57,1,759
1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,760
2,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,761
1,600000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,1,762
1,840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,763
1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,764
2,370000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,765
2,450000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,0,766
1,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,767
1,180000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,2,768
2,80000,1,1,0,1,0,0,0,1,1,0,1,1,0,1,64,3,769
1,350000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,1,770
1,500000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,18,1,771
1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,772
2,550000,1,0,0,1,0,0,0,1,1,0,1,0,1,1,41,0,773
2,450000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,47,3,774
2,84000,1,1,0,1,0,0,0,1,1,1,1,1,0,1,82,0,775
1,250000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,33,3,776
2,240000,1,0,0,1,1,0,1,0,0,0,1,0,0,1,37,3,777
1,200000,1,1,1,1,1,0,1,1,1,1,1,1,1,1,50,0,778
1,200000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,53,1,779
2,850000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,58,3,780
1,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,781
2,160000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,2,782
2,200000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,32,0,783
1,650000,0,0,0,1,1,0,1,0,0,0,1,0,0,0,46,3,784
1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,785
1,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,786
1,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,787
2,400000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,52,0,788
2,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,789
2,400000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,34,3,790
1,400000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,1,791
1,190000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63,0,792
1,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,793
1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,794
1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,795
1,650000,1,0,1,0,1,0,0,0,0,0,0,0,0,1,42,1,796
2,390000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27,0,797
1,220000,0,0,0,0,0,0,0,1,0,0,0,0,1,1,27,0,798
2,600000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41,3,799
1,237000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30,1,800
1,190000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,801
2,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,802
1,200000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,25,3,803
1,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,804
1,375000,1,1,1,1,1,0,0,1,1,1,1,1,1,1,45,0,805
1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,806
2,400000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27,3,807
2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,808
2,550000,1,0,0,0,1,0,0,0,0,0,1,0,0,1,42,2,809
2,250000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,23,0,810
2,400000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,55,2,811
2,300000,0,0,1,1,1,0,0,0,0,0,1,0,0,0,35,0,812
1,600000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,40,1,813
1,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,814
1,750000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,1,815
1,1000000,0,0,0,1,0,0,0,1,0,0,1,0,0,1,44,1,816
2,430000,1,0,0,1,0,0,1,0,0,0,1,0,0,0,33,1,817
2,580000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,3,818
2,360000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34,3,819
1,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,820
2,65000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,26,3,821
1,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,822
2,120000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,66,0,823
1,850000,0,0,1,1,1,0,1,1,0,0,1,0,0,0,32,1,824
1,750000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33,4,825
1,540000,1,1,1,1,0,1,0,1,1,0,1,0,0,0,30,2,826
1,263000,1,1,0,1,0,1,0,1,1,0,1,0,0,1,68,3,827
2,48000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,828
1,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,829
1,270000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,53,0,830
2,450000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,32,1,831
1,280000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,1,832
2,350000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,3,833
2,220000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,42,3,834
1,100000,1,0,0,0,0,0,0,1,0,0,1,0,0,1,69,1,835
2,450000,1,0,1,1,0,0,0,1,1,0,1,0,0,0,31,1,836
1,400000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,1,837
1,520000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,23,0,838
1,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,839
1,418000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,43,1,840
1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,841
1,120000,0,0,0,1,0,0,0,0,0,1,1,0,0,0,73,1,842
1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,843
2,425000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,2,844
1,183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,845
1,290000,1,1,1,1,0,0,0,1,1,0,1,1,1,1,55,1,846
1,420000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,40,3,847
2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,848
1,450000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55,1,849
2,480000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,37,3,850
2,550000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,43,3,851
2,140000,0,0,0,1,0,0,0,1,0,0,1,1,1,1,74,0,852
2,230000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,67,2,853
2,260000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,3,854
2,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,855
1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,856
1,275000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,63,3,857
2,440000,1,0,0,1,0,0,0,0,1,0,1,0,0,1,31,1,858
1,500000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,56,3,859
2,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,860
1,420000,0,0,0,0,0,0,0,1,1,0,1,0,0,1,63,1,861
2,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,862
2,125000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,69,0,863
1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,864
2,250000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,3,865
1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,866
1,400000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,59,3,867
2,80000,1,1,1,1,0,0,0,1,1,0,1,0,0,0,74,2,868
2,70000,1,1,0,1,0,0,1,1,1,0,1,0,0,1,78,0,869
1,500000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,22,2,870
1,100000,1,0,0,1,0,0,1,0,0,1,1,0,0,0,85,1,871
2,800000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50,3,872
1,140000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,873
1,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,874
2,400000,1,1,0,1,0,0,0,1,1,0,1,0,0,1,47,0,875
2,108000,0,1,1,0,0,0,0,1,0,0,1,0,0,1,50,0,876
1,96000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,877
1,490000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,54,3,878
2,250000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,879
1,120000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,33,3,880
2,96000,1,0,0,1,1,0,0,0,0,1,1,0,0,0,88,0,881
2,180000,1,0,0,1,1,1,0,0,0,0,1,0,0,0,29,1,882
1,600000,1,1,1,0,1,0,1,1,0,1,1,0,0,0,33,3,883
1,400000,1,0,1,1,0,0,1,0,0,0,1,0,0,0,46,2,884
1,350000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,3,885
2,600000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,41,1,886
1,525000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,44,0,887
2,100000,1,1,1,1,1,0,1,1,1,0,1,0,0,0,66,0,888
2,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,3,889
2,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,1,890
1,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,1,891
2,400000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,77,4,892
2,150000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,79,2,893
2,550000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,19,1,894
2,600000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,40,2,895
1,550000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,896
1,300000,0,0,1,0,1,0,1,0,0,0,1,0,0,0,54,3,897
1,370000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,47,3,898
1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,899
2,250000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,53,3,900
